gene_symbol,Snap23
pvalue,0.5841157
analysis_id,0c0x4d74217g5nl
parameter_id,IMPC_GEL_028_001
gene_accession_id,MGI:109356
parameter_name,Forebrain
mouse_life_stage,Late adult
mouse_strain,C57BL
