parameter_name,Calcium
gene_symbol,Maco1
analysis_id,sn588ef7w888s74
pvalue,0.2781229
gene_accession_id,MGI:1913396
parameter_id,IMPC_CBC_009_001
mouse_life_stage,Early adult
mouse_strain,C57BL
