parameter_id,HMGULA_CBC_005_001
gene_symbol,Mecom
analysis_id,9igxzfdblp7xi34
gene_accession_id,MGI:95457
mouse_life_stage,Early adult
mouse_strain,C3H
pvalue,0.6885126
parameter_name,Creatinine
