parameter_name,Periphery resting time
mouse_life_stage,E15.5
mouse_strain,C57BL
parameter_id,IMPC_OFD_011_001
gene_accession_id,MGI:88174
pvalue,0.7491511
gene_symbol,Bmi1
analysis_id,na7an3itexy019s
