Mouse_strain,129SV
gene_accession_id,MGI:1920638
analysis_id,0mg6a2619535svp
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
gene_symbol,Bpifa3
parameter_id,MGP_IMM_007_001
mouse_life_stage,Early adult
pvalue,0.5618101
