gene_symbol,Col6a3
mouse_strain,C57BL
analysis_id,52i6lxx9v8u5ozh
pvalue,0.6030424
mouse_life_stage,Early adult
gene_accession_id,MGI:88461
parameter_id,JAXLA_OFD_017_001
parameter_name,Center average speed
