parameter_id,M-G-P_014_001_010
pvalue,0.1708479
gene_symbol,Zcchc2
parameter_name,lens opacity
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,33e6k3lmy4yb2oh
gene_accession_id,MGI:2444114
