parameter_name,Body Weight
analysis_id,s7la15o67k9n10k
gene_symbol,Opn3
mouse_strain,C57BL
gene_accession_id,MGI:1338022
mouse_life_stage,Early adult
pvalue,0.7226219
parameter_id,M-G-P_020_001_001
