gene_symbol,Wars2
pvalue,0.1895503
analysis_id,31q5odwwa6sfzg1
mouse_strain,C57BL
parameter_id,IMPC_CBC_003_001
gene_accession_id,MGI:1917810
mouse_life_stage,E9.5
parameter_name,Chloride
