parameter_name,Whole arena resting time
pvalue,2.350919e-08
parameter_id,JAX_OFD_007_001
analysis_id,fog74h1wxmnp23i
gene_accession_id,MGI:2653612
mouse_life_stage,Early adult
gene_symbol,Amigo1
mouse_strain,C57BL
