parameter_id,IMPC_CSD_069_001
mouse_strain,129SV
gene_symbol,Inpp1
parameter_name,Upper teeth appearance
mouse_life_stage,Early adult
gene_accession_id,MGI:104848
analysis_id,a40vdg1p920hg63
pvalue,0.6138359
