parameter_name,Calcium
analysis_id,l0v66297xpgp8l8
parameter_id,HMGULA_CBC_009_001
gene_accession_id,MGI:1913483
mouse_life_stage,Early adult
pvalue,0.5200155
mouse_strain,C57BL
gene_symbol,Dmap1
