gene_symbol,Hnf4a
analysis_id,e06f3915t3l08z5
gene_accession_id,MGI:109128
mouse_strain,C57BL
pvalue,0.6092622
mouse_life_stage,Late adult
parameter_name,KLRG1+ NK cells - % of NK cells
parameter_id,MGP_IMM_036_001
