parameter_name,Phosphorus
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.1000446
parameter_id,IMPC_CBC_010_001
gene_accession_id,MGI:1860103
gene_symbol,Slc2a8
analysis_id,55x53v36vo487se
