parameter_name,Startle response
pvalue,0.05247901
mouse_strain,C57BL
parameter_id,ESLIM_008_001_013
mouse_life_stage,E9.5
gene_accession_id,MGI:95835
analysis_id,1mzg1u9i1n4ew79
gene_symbol,Hspa5
