parameter_id,IMPC_ECH_018_001
gene_symbol,Arpc2
mouse_strain,C57BL
gene_accession_id,MGI:1923959
parameter_name,Respiration Rate
pvalue,0.138862
analysis_id,74gu569ai814zm4
mouse_life_stage,Early adult
