gene_symbol,Dnajc8
mouse_life_stage,Early adult
gene_accession_id,MGI:1915848
parameter_id,JAXLA_DXA_007_001
parameter_name,BMC/Body weight
pvalue,0.372666
analysis_id,3nf18k18r6z81r7
mouse_strain,C57BL
