pvalue,0.4117882
mouse_strain,C57BL
gene_accession_id,MGI:1914944
mouse_life_stage,Early adult
analysis_id,4q1jqd70rr544d7
gene_symbol,Ift74
parameter_name,KLRG1+ Treg cells - % of CD45+
parameter_id,MGP_IMM_079_001
