mouse_strain,129SV
pvalue,0.6526439
mouse_life_stage,Early adult
analysis_id,5wkjp7y43093113
parameter_name,Cornea
parameter_id,IMPC_EYE_007_001
gene_accession_id,MGI:1332236
gene_symbol,Cds2
