gene_symbol,Nucks1
mouse_strain,C57BL
parameter_id,IMPC_IMM_073_001
mouse_life_stage,Middle aged adult
analysis_id,39z836jy44d0ql3
gene_accession_id,MGI:1934811
parameter_name,cDCs CD11b Type
pvalue,0.4573381
