parameter_name,Lean/Body weight
pvalue,0.5794895
mouse_strain,129SV
mouse_life_stage,Early adult
analysis_id,163ia5215f38bs9
gene_symbol,Zmynd8
gene_accession_id,MGI:1918025
parameter_id,ESLIM_005_001_702
