gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
analysis_id,27g4e275t4y3b1t
pvalue,0.3370429
mouse_life_stage,Early adult
parameter_id,MGP_MLN_010_001
parameter_name,Resting Treg cells - % of Treg
mouse_strain,C57BL
