parameter_id,IMPC_EYE_016_001
gene_accession_id,MGI:1918025
analysis_id,q5l816xj9120tpe
mouse_life_stage,Early adult
pvalue,0.5657646
gene_symbol,Zmynd8
mouse_strain,129SV
parameter_name,Lens
