mouse_strain,C57BL
parameter_name,Fructosamine
gene_accession_id,MGI:88174
mouse_life_stage,E12.5
analysis_id,xyo15zibd5197t2
gene_symbol,Bmi1
pvalue,0.4223636
parameter_id,IMPC_CBC_020_001
