gene_symbol,Nanp
mouse_strain,C57BL
pvalue,0.401416
parameter_id,IMPC_EYE_008_001
analysis_id,bcpg6k8s1468d06
gene_accession_id,MGI:1914561
mouse_life_stage,Early adult
parameter_name,Corneal opacity
