gene_symbol,Ddx27
parameter_id,ESLIM_004_001_701
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
pvalue,0.2727182
analysis_id,501b5z24h75p538
parameter_name,Glucose response AUC
mouse_strain,C57BL
