gene_symbol,Slc30a4
analysis_id,5k7ewzh335yjr89
gene_accession_id,MGI:1345282
parameter_id,JAXLA_CSD_021_001
mouse_life_stage,Early adult
parameter_name,Hindlimbs - shape
pvalue,0.1941967
mouse_strain,C57BL
