gene_symbol,Mapkap1
parameter_name,PP1 + pulse startle magnitude
pvalue,0.5585605
mouse_strain,C57BL
mouse_life_stage,E15.5
gene_accession_id,MGI:2444554
parameter_id,ESLIM_011_001_007
analysis_id,b6500964j7e51wq
