gene_symbol,Snap23
parameter_id,M-G-P_006_001_026
analysis_id,jc505cm22327x28
pvalue,0.340596
gene_accession_id,MGI:109356
parameter_name,Fusion of vertebrae
mouse_strain,C57BL
mouse_life_stage,Late adult
