mouse_strain,C57BL
pvalue,0.5956605
gene_accession_id,MGI:2140475
analysis_id,xk333pw33prpnnx
gene_symbol,AU040320
parameter_name,Total CD8+ T cells - % of ab T cells
parameter_id,MGP_IMM_013_001
mouse_life_stage,Early adult
