mouse_life_stage,Early adult
gene_symbol,Psmd14
parameter_name,Percentage center time
pvalue,0.5489217
mouse_strain,C57BL
analysis_id,68p4r5mr9x9o572
parameter_id,JAX_OFD_022_001
gene_accession_id,MGI:1913284
