parameter_id,IMPC_GEP_076_001
pvalue,0.5055552
mouse_life_stage,Early adult
parameter_name,Cleft palate
gene_symbol,Slx4ip
mouse_strain,C57BL
gene_accession_id,MGI:1921493
analysis_id,134361ti9sg8901
