parameter_id,IMPC_HEM_008_001
parameter_name,Platelet count
gene_symbol,Nemp2
gene_accession_id,MGI:2444113
mouse_life_stage,Early adult
pvalue,0.1862373
analysis_id,4v711k759vf2i20
mouse_strain,C57BL
