parameter_id,IMPC_IMM_047_001
gene_accession_id,MGI:97838
analysis_id,h5t01fxv0il2656
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_name,DN CD44+CD62L+ NKT cells
gene_symbol,Eprs1
pvalue,0.1847005
