mouse_life_stage,Early adult
parameter_name,Number of rears - total
gene_symbol,Hpca
mouse_strain,C57BL
parameter_id,IMPC_OFD_021_001
analysis_id,8701i15ohz8x446
gene_accession_id,MGI:1336200
pvalue,0.2199834
