parameter_name,Whole arena average speed
analysis_id,5o6n11w34bk510e
pvalue,0.1925967
mouse_life_stage,E9.5
parameter_id,IMPC_OFD_009_001
gene_accession_id,MGI:1913483
mouse_strain,C57BL
gene_symbol,Dmap1
