pvalue,0.09295213
mouse_strain,C57BL
parameter_id,MGP_PBI_018_001
gene_accession_id,MGI:97838
gene_symbol,Eprs1
parameter_name,Ly6Clow monocyte percentage
mouse_life_stage,E9.5
analysis_id,x44668n79j3824w
