mouse_life_stage,Early adult
parameter_id,MGP_IMM_067_001
gene_accession_id,MGI:1919935
gene_symbol,Dnajc6
parameter_name,CD11b-low cDC - % of cDC
mouse_strain,C57BL
pvalue,0.8296911
analysis_id,j59tq41dz0etb32
