parameter_id,MGP_MLN_058_001
mouse_life_stage,Early adult
analysis_id,x3v388pg506966p
mouse_strain,C57BL
gene_accession_id,MGI:2685053
gene_symbol,Ntmt2
pvalue,0.2185716
parameter_name,Plasmacytoid DC - % of DC
