parameter_name,Distance travelled - total
parameter_id,IMPC_OFD_020_001
gene_symbol,Bcs1l
mouse_life_stage,E12.5
pvalue,0.5808982
gene_accession_id,MGI:1914071
analysis_id,d18oqhvz5m70tth
mouse_strain,C57BL
