parameter_name,Snout size
gene_symbol,Snap23
pvalue,0.9760474
parameter_id,MGP_CSD_067_001
gene_accession_id,MGI:109356
mouse_life_stage,Early adult
analysis_id,6rd22j03w9qt5o0
mouse_strain,C57BL
