mouse_strain,C57BL
gene_symbol,Sfpq
pvalue,0.214401
gene_accession_id,MGI:1918764
mouse_life_stage,Early adult
parameter_id,ESLIM_008_001_001
analysis_id,9cqnrn1yn600i53
parameter_name,Body position
