mouse_life_stage,E15.5
parameter_id,MGP_IMM_033_001
mouse_strain,C57BL
pvalue,0.7418972
parameter_name,Total NK cells - % of CD45+
gene_accession_id,MGI:88174
gene_symbol,Bmi1
analysis_id,mzz02vzyjs300f8
