gene_symbol,Abo
mouse_strain,C57BL
analysis_id,8pj64on04cs0zw1
parameter_name,Delayed embryonic development
mouse_life_stage,Early adult
gene_accession_id,MGI:2135738
parameter_id,IMPC_GEL_063_001
pvalue,0.3359845
