parameter_id,IMPC_ECG_003_001
mouse_life_stage,Early adult
parameter_name,CV
gene_symbol,Atf3
pvalue,0.3300702
gene_accession_id,MGI:109384
analysis_id,6eum7pr9n5dlvbe
mouse_strain,C57BL
