parameter_name,BMC/Body weight
analysis_id,745f6c8flw83bg2
mouse_strain,C57BL
gene_accession_id,MGI:2443129
parameter_id,IMPC_DXA_007_001
pvalue,0.7806015
mouse_life_stage,Early adult
gene_symbol,Golm2
