gene_symbol,Eprs1
gene_accession_id,MGI:97838
pvalue,0.9934009
analysis_id,n9781ux2346y7td
parameter_id,IMPC_IMM_046_001
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,DN CD44+CD62L- NKT cells
