gene_symbol,Zmynd19
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,c214t7l00s18r81
parameter_name,Pale yolk sac
pvalue,0.3595568
parameter_id,IMPC_GEL_017_002
gene_accession_id,MGI:1914437
