parameter_id,IMPC_ACS_034_001
parameter_name,% Pre-pulse inhibition - PPI2
gene_accession_id,MGI:1338022
pvalue,0.6284468
analysis_id,69697p56yi074z4
gene_symbol,Opn3
mouse_strain,C57BL
mouse_life_stage,Early adult
