parameter_id,JAXLA_GRS_011_001
analysis_id,7n6388cwg345853
gene_symbol,Inpp1
mouse_strain,129SV
gene_accession_id,MGI:104848
pvalue,0.4747213
mouse_life_stage,Early adult
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
