Parameter_id,IMPC_GEL_011_001
Gene_accession_id,MGI:2444554
parameter_name,Embryo turning
Analysis_id,ugppl27dc8xzm2n
Gene_symbol,Mapkap1
mouse_life_stage,Early adult
Pvalue,0.6068005
Mouse_strain,C57BL
