parameter_id,ESLIM_011_001_702
pvalue,0.7343494
gene_symbol,Sprr1b
parameter_name,Prepulse inhibition - PP2
gene_accession_id,MGI:106659
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,67nctn1e220967r
