parameter_id,JAXLA_CSD_077_001
analysis_id,f353wj0dd8j577a
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.957389
parameter_name,Contact righting
gene_accession_id,MGI:1933159
gene_symbol,Rnf114
