mouse_life_stage,Middle aged adult
analysis_id,8y1xx343g48btz6
parameter_id,IMPC_ECG_008_001
gene_accession_id,MGI:2139447
gene_symbol,Galnt13
parameter_name,ST
mouse_strain,C57BL
pvalue,0.8366782
