gene_symbol,Ola1
parameter_name,Clavicle
mouse_strain,C57BL
pvalue,0.7976532
parameter_id,IMPC_XRY_007_001
mouse_life_stage,Early adult
analysis_id,r3ion30832h1s22
gene_accession_id,MGI:1914309
