gene_symbol,Hspa5
parameter_name,Number of centre entries
mouse_strain,C57BL
gene_accession_id,MGI:95835
mouse_life_stage,E9.5
analysis_id,f96s6xo362lgl9i
pvalue,0.7014706
parameter_id,ESLIM_007_001_015
