gene_symbol,Dnajc8
gene_accession_id,MGI:1915848
mouse_life_stage,Early adult
pvalue,0.1707722
parameter_id,ESLIM_011_001_010
mouse_strain,C57BL
analysis_id,isnigx0azzi9344
parameter_name,PP4 + pulse startle magnitude
