parameter_id,IMPC_GRS_011_001
gene_accession_id,MGI:1346344
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
analysis_id,72gpm54jq8cbw2c
gene_symbol,Nr0b2
pvalue,0.1064877
mouse_life_stage,Early adult
mouse_strain,B6J
