parameter_name,Prepulse inhibition - PP4
mouse_life_stage,E9.5
mouse_strain,C57BL
pvalue,0.8569438
gene_accession_id,MGI:87968
gene_symbol,Ahcy
analysis_id,13xfa7bkp048pcr
parameter_id,ESLIM_011_001_704
