parameter_id,IMPC_XRY_027_001
analysis_id,k3wrm4ty0b32dh3
parameter_name,Joints
mouse_life_stage,Early adult
gene_symbol,Arpc2
pvalue,0.3115287
mouse_strain,129SV
gene_accession_id,MGI:1923959
