gene_symbol,Hpca
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
pvalue,0.6976325
analysis_id,sa4sd297z5c512q
parameter_name,Whole arena average speed
parameter_id,ESLIM_007_001_005
gene_accession_id,MGI:1336200
