parameter_id,MGP_IMM_073_001
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Effector CD4+ T helper cells - % of CD45+
gene_symbol,Lpgat1
pvalue,0.9790539
gene_accession_id,MGI:2446186
analysis_id,z2oa43a77rf4k69
