gene_symbol,Cntfr
parameter_id,IMPC_CBC_053_001
mouse_strain,129SV
parameter_name,Thyroxine
analysis_id,1988l7p94k935ie
gene_accession_id,MGI:99605
pvalue,0.3944578
mouse_life_stage,Early adult
