mouse_strain,C57BL
gene_symbol,Mapkap1
analysis_id,8v1xd1m50z1ehsu
pvalue,0.362286
parameter_name,Coat colouration
mouse_life_stage,Early adult
parameter_id,M-G-P_026_001_004
gene_accession_id,MGI:2444554
